"domain,""date"",""plUrls"",""views"",""clicks"",""ctr"",""revenue"",""epc"",""rpm"",""percentFinalised"",""percentEstimate"",""percentForecast"",""Status"""
"endmoneydebt.com,""16-May-2015"",""11.0"",""9"",""4"",""44.44"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"endmoneyproblems.net,""16-May-2015"",""8.0"",""10"",""7"",""70.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"endmoneytrouble.com,""16-May-2015"",""16.0"",""15"",""8"",""53.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"happyanimalbeds.com,""16-May-2015"",""11.0"",""9"",""6"",""66.66"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"happyanimalfood.com,""16-May-2015"",""15.0"",""14"",""9"",""64.28"",""0.03"",""0.0"",""2.14"",""100.0"",""0.0"",""0.0"",""Final"""
"happyanimalfurniture.com,""16-May-2015"",""2.0"",""6"",""4"",""66.66"",""0.02"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"happyanimalsnacks.com,""16-May-2015"",""15.0"",""15"",""7"",""46.66"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"happyanimaltoys.com,""16-May-2015"",""12.0"",""13"",""7"",""53.84"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"happyanimaltreats.com,""16-May-2015"",""20.0"",""9"",""5"",""55.55"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"happypetbeds.net,""16-May-2015"",""6.0"",""20"",""14"",""70.0"",""0.06"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"happypetfood.net,""16-May-2015"",""14.0"",""12"",""6"",""50.0"",""0.06"",""0.01"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"happypetfurniture.com,""16-May-2015"",""162.0"",""171"",""125"",""73.09"",""1.47"",""0.01"",""8.59"",""100.0"",""0.0"",""0.0"",""Final"""
"happypetsnacks.net,""16-May-2015"",""15.0"",""14"",""4"",""28.57"",""0.01"",""0.0"",""0.71"",""100.0"",""0.0"",""0.0"",""Final"""
"happypettoys.net,""16-May-2015"",""12.0"",""11"",""8"",""72.72"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"happypettreats.net,""16-May-2015"",""12.0"",""12"",""4"",""33.33"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyanimalbeds.com,""16-May-2015"",""15.0"",""17"",""11"",""64.7"",""0.12"",""0.01"",""7.05"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyanimalfood.com,""16-May-2015"",""20.0"",""17"",""5"",""29.41"",""0.02"",""0.0"",""1.17"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyanimalsnacks.com,""16-May-2015"",""11.0"",""22"",""18"",""81.81"",""0.04"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyanimaltoys.com,""16-May-2015"",""12.0"",""11"",""1"",""9.09"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyanimaltreats.com,""16-May-2015"",""15.0"",""23"",""21"",""91.3"",""0.07"",""0.0"",""3.04"",""100.0"",""0.0"",""0.0"",""Final"""
"healthypetbeds.net,""16-May-2015"",""14.0"",""10"",""5"",""50.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"healthypetsnacks.net,""16-May-2015"",""11.0"",""18"",""15"",""83.33"",""0.03"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"healthypettoys.com,""16-May-2015"",""14.0"",""10"",""6"",""60.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"healthypettreats.net,""16-May-2015"",""7.0"",""15"",""6"",""40.0"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"livelyanimalbeds.com,""16-May-2015"",""15.0"",""13"",""9"",""69.23"",""0.05"",""0.0"",""3.84"",""100.0"",""0.0"",""0.0"",""Final"""
"livelyanimalfood.com,""16-May-2015"",""12.0"",""11"",""9"",""81.81"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"livelyanimalfurniture.com,""16-May-2015"",""15.0"",""12"",""6"",""50.0"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"livelyanimalsnacks.com,""16-May-2015"",""14.0"",""10"",""9"",""90.0"",""0.04"",""0.0"",""4.0"",""100.0"",""0.0"",""0.0"",""Final"""
"livelyanimaltoys.com,""16-May-2015"",""14.0"",""9"",""4"",""44.44"",""0.07"",""0.01"",""7.77"",""100.0"",""0.0"",""0.0"",""Final"""
"livelyanimaltreats.com,""16-May-2015"",""10.0"",""9"",""8"",""88.88"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"livelypetbeds.com,""16-May-2015"",""12.0"",""10"",""8"",""80.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"livelypetfood.com,""16-May-2015"",""11.0"",""6"",""3"",""50.0"",""0.01"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"livelypetfurniture.com,""16-May-2015"",""12.0"",""13"",""10"",""76.92"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"livelypetsnacks.com,""16-May-2015"",""12.0"",""15"",""11"",""73.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"livelypettoys.com,""16-May-2015"",""17.0"",""15"",""11"",""73.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"livelypettreats.com,""16-May-2015"",""6.0"",""6"",""5"",""83.33"",""0.02"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"nocreditcarddebt.net,""16-May-2015"",""12.0"",""10"",""7"",""70.0"",""0.05"",""0.0"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"nocreditcardproblems.com,""16-May-2015"",""13.0"",""12"",""8"",""66.66"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"nocreditcardtrouble.com,""16-May-2015"",""3.0"",""13"",""8"",""61.53"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"nofinancedebt.com,""16-May-2015"",""15.0"",""13"",""5"",""38.46"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"nofinancetrouble.com,""16-May-2015"",""11.0"",""12"",""7"",""58.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"nofinancialdebt.com,""16-May-2015"",""23.0"",""16"",""11"",""68.75"",""0.07"",""0.0"",""4.37"",""100.0"",""0.0"",""0.0"",""Final"""
"nofinancialproblems.net,""16-May-2015"",""16.0"",""13"",""8"",""61.53"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"nofinancialtrouble.com,""16-May-2015"",""13.0"",""16"",""11"",""68.75"",""0.08"",""0.0"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"nomoneydebt.com,""16-May-2015"",""1.0"",""20"",""16"",""80.0"",""0.05"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"nomoneyproblems.net,""16-May-2015"",""8.0"",""8"",""4"",""50.0"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"nomoneytrouble.com,""16-May-2015"",""8.0"",""19"",""14"",""73.68"",""0.03"",""0.0"",""1.57"",""100.0"",""0.0"",""0.0"",""Final"""
"nomorecreditcardproblems.com,""16-May-2015"",""10.0"",""10"",""6"",""60.0"",""0.07"",""0.01"",""7.0"",""100.0"",""0.0"",""0.0"",""Final"""
"nomorecreditcardtrouble.com,""16-May-2015"",""1.0"",""14"",""8"",""57.14"",""0.03"",""0.0"",""2.14"",""100.0"",""0.0"",""0.0"",""Final"""
"nomorefinancedebt.com,""16-May-2015"",""18.0"",""13"",""5"",""38.46"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"nomorefinancetrouble.com,""16-May-2015"",""1.0"",""11"",""8"",""72.72"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"nomorefinancialdebt.com,""16-May-2015"",""16.0"",""18"",""11"",""61.11"",""0.06"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"nomorefinancialproblems.net,""16-May-2015"",""6.0"",""14"",""12"",""85.71"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"nomorefinancialtrouble.com,""16-May-2015"",""5.0"",""11"",""5"",""45.45"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"nomoremoneydebt.com,""16-May-2015"",""5.0"",""21"",""17"",""80.95"",""0.04"",""0.0"",""1.9"",""100.0"",""0.0"",""0.0"",""Final"""
"nomoremoneyissues.net,""16-May-2015"",""25.0"",""19"",""12"",""63.15"",""0.06"",""0.0"",""3.15"",""100.0"",""0.0"",""0.0"",""Final"""
"nomoremoneyproblems.net,""16-May-2015"",""16.0"",""13"",""6"",""46.15"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"nomoremoneytrouble.com,""16-May-2015"",""21.0"",""12"",""5"",""41.66"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"removecreditcarddebt.com,""16-May-2015"",""156.0"",""175"",""126"",""72.0"",""2.89"",""0.02"",""16.51"",""100.0"",""0.0"",""0.0"",""Final"""
"removecreditcardproblems.com,""16-May-2015"",""10.0"",""7"",""6"",""85.71"",""0.03"",""0.0"",""4.28"",""100.0"",""0.0"",""0.0"",""Final"""
"removecreditcardtrouble.com,""16-May-2015"",""3.0"",""10"",""7"",""70.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"removefinancedebt.com,""16-May-2015"",""17.0"",""15"",""12"",""80.0"",""0.04"",""0.0"",""2.66"",""100.0"",""0.0"",""0.0"",""Final"""
"removefinancetrouble.com,""16-May-2015"",""10.0"",""23"",""8"",""34.78"",""0.03"",""0.0"",""1.3"",""100.0"",""0.0"",""0.0"",""Final"""
"removefinancialdebt.com,""16-May-2015"",""9.0"",""8"",""4"",""50.0"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"removefinancialtrouble.com,""16-May-2015"",""16.0"",""13"",""9"",""69.23"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"removemoneydebt.com,""16-May-2015"",""15.0"",""15"",""9"",""60.0"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"removemoneytrouble.com,""16-May-2015"",""12.0"",""9"",""4"",""44.44"",""0.01"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"abundanceandhappiness.net,""16-May-2015"",""12.0"",""10"",""3"",""30.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"abundanceandjoy.net,""16-May-2015"",""12.0"",""11"",""8"",""72.72"",""0.04"",""0.0"",""3.63"",""100.0"",""0.0"",""0.0"",""Final"""
"abundanceandlove.net,""16-May-2015"",""15.0"",""11"",""8"",""72.72"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"abundanceandwealth.net,""16-May-2015"",""7.0"",""17"",""14"",""82.35"",""0.03"",""0.0"",""1.76"",""100.0"",""0.0"",""0.0"",""Final"""
"autofixitprofessionals.com,""16-May-2015"",""11.0"",""8"",""7"",""87.5"",""0.05"",""0.0"",""6.25"",""100.0"",""0.0"",""0.0"",""Final"""
"automaintenanceexperts.com,""16-May-2015"",""14.0"",""18"",""8"",""44.44"",""0.02"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"automaintenanceprofessionals.com,""16-May-2015"",""6.0"",""14"",""2"",""14.28"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"automaintenancepros.com,""16-May-2015"",""12.0"",""13"",""9"",""69.23"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"automaintenancespecialists.com,""16-May-2015"",""13.0"",""9"",""9"",""100.0"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"automotivefixitprofessionals.com,""16-May-2015"",""11.0"",""12"",""4"",""33.33"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"automotivemaintenanceexperts.com,""16-May-2015"",""13.0"",""10"",""8"",""80.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"automotivemaintenanceprofessionals.com,""16-May-2015"",""11.0"",""11"",""4"",""36.36"",""0.05"",""0.01"",""4.54"",""100.0"",""0.0"",""0.0"",""Final"""
"automotivemaintenancepros.com,""16-May-2015"",""13.0"",""11"",""7"",""63.63"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"automotivemaintenancespecialists.com,""16-May-2015"",""11.0"",""8"",""4"",""50.0"",""0.05"",""0.01"",""6.25"",""100.0"",""0.0"",""0.0"",""Final"""
"automotiverepairexperts.com,""16-May-2015"",""476.0"",""657"",""373"",""56.77"",""3.8"",""0.01"",""5.78"",""100.0"",""0.0"",""0.0"",""Final"""
"automotiverepairprofessionals.com,""16-May-2015"",""16.0"",""21"",""10"",""47.61"",""0.02"",""0.0"",""0.95"",""100.0"",""0.0"",""0.0"",""Final"""
"automotiverepairpros.net,""16-May-2015"",""6.0"",""3"",""2"",""66.66"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"automotiveserviceexperts.com,""16-May-2015"",""9.0"",""9"",""2"",""22.22"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"automotiveserviceprofessionals.com,""16-May-2015"",""3.0"",""14"",""10"",""71.42"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"automotiveservicepros.net,""16-May-2015"",""24.0"",""16"",""6"",""37.5"",""0.01"",""0.0"",""0.62"",""100.0"",""0.0"",""0.0"",""Final"""
"automotiveservicespecialists.com,""16-May-2015"",""11.0"",""8"",""6"",""75.0"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"autorepairprofessionals.net,""16-May-2015"",""5.0"",""15"",""9"",""60.0"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"autorepairpros.net,""16-May-2015"",""10.0"",""16"",""11"",""68.75"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"autoserviceexperts.net,""16-May-2015"",""4.0"",""6"",""3"",""50.0"",""0.01"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"autoserviceprofessionals.net,""16-May-2015"",""11.0"",""11"",""7"",""63.63"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"autoservicespecialists.net,""16-May-2015"",""8.0"",""12"",""6"",""50.0"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"carfixitprofessionals.com,""16-May-2015"",""9.0"",""11"",""4"",""36.36"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"carmaintenanceexperts.com,""16-May-2015"",""18.0"",""15"",""4"",""26.66"",""0.01"",""0.0"",""0.66"",""100.0"",""0.0"",""0.0"",""Final"""
"carmaintenanceprofessionals.com,""16-May-2015"",""14.0"",""13"",""12"",""92.3"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"carmaintenancepros.com,""16-May-2015"",""7.0"",""12"",""4"",""33.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"carmaintenancespecialists.com,""16-May-2015"",""18.0"",""13"",""7"",""53.84"",""0.01"",""0.0"",""0.76"",""100.0"",""0.0"",""0.0"",""Final"""
"carrepairexperts.net,""16-May-2015"",""15.0"",""13"",""3"",""23.07"",""0.01"",""0.0"",""0.76"",""100.0"",""0.0"",""0.0"",""Final"""
"carrepairprofessionals.com,""16-May-2015"",""4.0"",""10"",""0"",""0.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"carrepairpros.net,""16-May-2015"",""12.0"",""10"",""0"",""0.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"carrepairspecialists.net,""16-May-2015"",""7.0"",""13"",""9"",""69.23"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"carserviceexperts.net,""16-May-2015"",""8.0"",""19"",""16"",""84.21"",""0.05"",""0.0"",""2.63"",""100.0"",""0.0"",""0.0"",""Final"""
"carserviceprofessionals.com,""16-May-2015"",""16.0"",""14"",""10"",""71.42"",""0.05"",""0.0"",""3.57"",""100.0"",""0.0"",""0.0"",""Final"""
"carservicepros.net,""16-May-2015"",""18.0"",""17"",""16"",""94.11"",""0.08"",""0.0"",""4.7"",""100.0"",""0.0"",""0.0"",""Final"""
"carservicespecialists.com,""16-May-2015"",""16.0"",""15"",""8"",""53.33"",""0.05"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"financeandfitness.net,""16-May-2015"",""6.0"",""20"",""9"",""45.0"",""0.04"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"financeandhealth.net,""16-May-2015"",""12.0"",""12"",""7"",""58.33"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"financeandlove.com,""16-May-2015"",""16.0"",""9"",""9"",""100.0"",""0.03"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"financeandmoney.net,""16-May-2015"",""13.0"",""11"",""5"",""45.45"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"financeandwealth.net,""16-May-2015"",""12.0"",""27"",""23"",""85.18"",""0.07"",""0.0"",""2.59"",""100.0"",""0.0"",""0.0"",""Final"""
"financeandyouth.com,""16-May-2015"",""15.0"",""11"",""9"",""81.81"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"fitnessandfinance.net,""16-May-2015"",""12.0"",""9"",""3"",""33.33"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"fitnessandhappiness.net,""16-May-2015"",""5.0"",""5"",""1"",""20.0"",""0.01"",""0.01"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"fitnessandjoy.net,""16-May-2015"",""8.0"",""17"",""10"",""58.82"",""0.06"",""0.0"",""3.52"",""100.0"",""0.0"",""0.0"",""Final"""
"fitnessandlove.net,""16-May-2015"",""12.0"",""11"",""11"",""100.0"",""0.05"",""0.0"",""4.54"",""100.0"",""0.0"",""0.0"",""Final"""
"fitnessandmoney.net,""16-May-2015"",""5.0"",""12"",""6"",""50.0"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"happinessandabundance.net,""16-May-2015"",""11.0"",""10"",""6"",""60.0"",""0.04"",""0.0"",""4.0"",""100.0"",""0.0"",""0.0"",""Final"""
"happinessandjoy.net,""16-May-2015"",""6.0"",""18"",""12"",""66.66"",""0.03"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"happinessandlove.net,""16-May-2015"",""19.0"",""13"",""7"",""53.84"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"happinessandmoney.net,""16-May-2015"",""14.0"",""9"",""9"",""100.0"",""0.03"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"happinessandwealth.net,""16-May-2015"",""11.0"",""11"",""6"",""54.54"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"happinessandwellness.net,""16-May-2015"",""1.0"",""12"",""8"",""66.66"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"healthandfinance.net,""16-May-2015"",""18.0"",""16"",""15"",""93.75"",""0.12"",""0.0"",""7.5"",""100.0"",""0.0"",""0.0"",""Final"""
"healthandmoney.net,""16-May-2015"",""41.0"",""7"",""2"",""28.57"",""0.03"",""0.01"",""4.28"",""100.0"",""0.0"",""0.0"",""Final"""
"healthandyouth.net,""16-May-2015"",""14.0"",""12"",""8"",""66.66"",""0.07"",""0.0"",""5.83"",""100.0"",""0.0"",""0.0"",""Final"""
"joyandfitness.net,""16-May-2015"",""3.0"",""13"",""9"",""69.23"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"joyandhealth.net,""16-May-2015"",""15.0"",""12"",""8"",""66.66"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"joyandmoney.net,""16-May-2015"",""11.0"",""11"",""10"",""90.9"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"loveandabundance.net,""16-May-2015"",""10.0"",""11"",""6"",""54.54"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"loveandfinance.com,""16-May-2015"",""2.0"",""17"",""10"",""58.82"",""0.03"",""0.0"",""1.76"",""100.0"",""0.0"",""0.0"",""Final"""
"loveandhappiness.net,""16-May-2015"",""4.0"",""20"",""14"",""70.0"",""0.03"",""0.0"",""1.5"",""100.0"",""0.0"",""0.0"",""Final"""
"loveandwellness.net,""16-May-2015"",""0.0"",""14"",""4"",""28.57"",""0.01"",""0.0"",""0.71"",""100.0"",""0.0"",""0.0"",""Final"""
"loveandyouth.net,""16-May-2015"",""10.0"",""11"",""6"",""54.54"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"moneyandabundance.net,""16-May-2015"",""12.0"",""7"",""4"",""57.14"",""0.04"",""0.01"",""5.71"",""100.0"",""0.0"",""0.0"",""Final"""
"moneyandfitness.net,""16-May-2015"",""15.0"",""11"",""5"",""45.45"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"moneyandjoy.net,""16-May-2015"",""14.0"",""15"",""6"",""40.0"",""0.01"",""0.0"",""0.66"",""100.0"",""0.0"",""0.0"",""Final"""
"moneyandwealth.net,""16-May-2015"",""6.0"",""19"",""12"",""63.15"",""0.03"",""0.0"",""1.57"",""100.0"",""0.0"",""0.0"",""Final"""
"moneyandwellness.net,""16-May-2015"",""12.0"",""15"",""10"",""66.66"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"moneyandyouth.com,""16-May-2015"",""9.0"",""10"",""8"",""80.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclefixitprofessionals.com,""16-May-2015"",""180.0"",""215"",""113"",""52.55"",""0.82"",""0.0"",""3.81"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclefixitspecialists.com,""16-May-2015"",""18.0"",""15"",""9"",""60.0"",""0.05"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclemaintenanceexperts.com,""16-May-2015"",""11.0"",""10"",""5"",""50.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclemaintenanceprofessionals.com,""16-May-2015"",""17.0"",""12"",""6"",""50.0"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclemaintenancepros.com,""16-May-2015"",""15.0"",""14"",""9"",""64.28"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclemaintenancespecialists.com,""16-May-2015"",""12.0"",""13"",""7"",""53.84"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclerepairexperts.net,""16-May-2015"",""12.0"",""12"",""10"",""83.33"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclerepairprofessionals.com,""16-May-2015"",""14.0"",""16"",""12"",""75.0"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclerepairpros.com,""16-May-2015"",""13.0"",""12"",""10"",""83.33"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"vehiclerepairspecialists.net,""16-May-2015"",""6.0"",""10"",""5"",""50.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"vehicleserviceexperts.com,""16-May-2015"",""17.0"",""16"",""13"",""81.25"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"vehicleserviceprofessionals.com,""16-May-2015"",""16.0"",""14"",""5"",""35.71"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"vehicleservicepros.net,""16-May-2015"",""19.0"",""10"",""9"",""90.0"",""0.05"",""0.0"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"vehicleservicespecialists.com,""16-May-2015"",""15.0"",""11"",""9"",""81.81"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"wealthandfinance.net,""16-May-2015"",""4.0"",""12"",""3"",""25.0"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"wealthandhappiness.net,""16-May-2015"",""4.0"",""21"",""18"",""85.71"",""0.05"",""0.0"",""2.38"",""100.0"",""0.0"",""0.0"",""Final"""
"wealthandlove.net,""16-May-2015"",""14.0"",""12"",""7"",""58.33"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"wealthandyouth.net,""16-May-2015"",""11.0"",""11"",""5"",""45.45"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"wellnessandabundance.net,""16-May-2015"",""269.0"",""135"",""67"",""49.62"",""0.52"",""0.0"",""3.85"",""100.0"",""0.0"",""0.0"",""Final"""
"wellnessandmoney.net,""16-May-2015"",""6.0"",""12"",""3"",""25.0"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"wellnessandwealth.net,""16-May-2015"",""17.0"",""13"",""8"",""61.53"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"youthandhealth.net,""16-May-2015"",""24.0"",""12"",""11"",""91.66"",""0.09"",""0.0"",""7.5"",""100.0"",""0.0"",""0.0"",""Final"""
"youthandjoy.net,""16-May-2015"",""6.0"",""16"",""9"",""56.25"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"youthandmoney.net,""16-May-2015"",""17.0"",""14"",""7"",""50.0"",""0.01"",""0.0"",""0.71"",""100.0"",""0.0"",""0.0"",""Final"""
"youthandwealth.net,""16-May-2015"",""9.0"",""19"",""6"",""31.57"",""0.02"",""0.0"",""1.05"",""100.0"",""0.0"",""0.0"",""Final"""
"child-apparel.com,""16-May-2015"",""13.0"",""7"",""6"",""85.71"",""0.13"",""0.02"",""18.57"",""100.0"",""0.0"",""0.0"",""Final"""
"childrenapparel.net,""16-May-2015"",""16.0"",""13"",""9"",""69.23"",""0.06"",""0.0"",""4.61"",""100.0"",""0.0"",""0.0"",""Final"""
